county,precinct,office,district,party,candidate,votes
Johnson,Park 3-07,US SENATOR,"",Republican,JERRY MORAN,309
Johnson,Park 3-08,US SENATOR,"",Libertarian,ROBERT D GARRARD,35
Johnson,Park 3-08,US SENATOR,"",Republican,JERRY MORAN,365
Johnson,Park 3-09,US SENATOR,"",Libertarian,ROBERT D GARRARD,49
Johnson,Park 3-09,US SENATOR,"",Republican,JERRY MORAN,527
Johnson,Park 3-10,US SENATOR,"",Libertarian,ROBERT D GARRARD,24
Johnson,Park 3-10,US SENATOR,"",Republican,JERRY MORAN,292
Johnson,Park 3-11,US SENATOR,"",Libertarian,ROBERT D GARRARD,26
Johnson,Park 3-11,US SENATOR,"",Republican,JERRY MORAN,408
Johnson,Park 3-12,US SENATOR,"",Libertarian,ROBERT D GARRARD,39
Johnson,Park 3-12,US SENATOR,"",Republican,JERRY MORAN,233
Johnson,Park 3-13,US SENATOR,"",Libertarian,ROBERT D GARRARD,66
Johnson,Park 3-13,US SENATOR,"",Republican,JERRY MORAN,666
Johnson,Park 3-14,US SENATOR,"",Libertarian,ROBERT D GARRARD,50
Johnson,Park 3-14,US SENATOR,"",Republican,JERRY MORAN,444
Johnson,Park 3-15,US SENATOR,"",Libertarian,ROBERT D GARRARD,29
Johnson,Park 3-15,US SENATOR,"",Republican,JERRY MORAN,323
Johnson,Park 3-16,US SENATOR,"",Libertarian,ROBERT D GARRARD,29
Johnson,Park 3-16,US SENATOR,"",Republican,JERRY MORAN,342
Johnson,Park 3-17,US SENATOR,"",Libertarian,ROBERT D GARRARD,15
Johnson,Park 3-17,US SENATOR,"",Republican,JERRY MORAN,321
Johnson,Park 3-18,US SENATOR,"",Libertarian,ROBERT D GARRARD,54
Johnson,Park 3-18,US SENATOR,"",Republican,JERRY MORAN,320
Johnson,Park 3-19,US SENATOR,"",Libertarian,ROBERT D GARRARD,38
Johnson,Park 3-19,US SENATOR,"",Republican,JERRY MORAN,387
Johnson,Park 3-20,US SENATOR,"",Libertarian,ROBERT D GARRARD,36
Johnson,Park 3-20,US SENATOR,"",Republican,JERRY MORAN,498
Johnson,Park 3-21,US SENATOR,"",Libertarian,ROBERT D GARRARD,22
Johnson,Park 3-21,US SENATOR,"",Republican,JERRY MORAN,377
Johnson,Park 3-22,US SENATOR,"",Libertarian,ROBERT D GARRARD,30
Johnson,Park 3-22,US SENATOR,"",Republican,JERRY MORAN,220
Johnson,Park 4-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,25
Johnson,Park 4-01,US SENATOR,"",Republican,JERRY MORAN,375
Johnson,Park 4-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,44
Johnson,Park 4-02,US SENATOR,"",Republican,JERRY MORAN,690
Johnson,Park 4-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,31
Johnson,Park 4-03,US SENATOR,"",Republican,JERRY MORAN,822
Johnson,Park 4-04,US SENATOR,"",Libertarian,ROBERT D GARRARD,40
Johnson,Park 4-04,US SENATOR,"",Republican,JERRY MORAN,734
Johnson,Park 4-05,US SENATOR,"",Libertarian,ROBERT D GARRARD,41
Johnson,Park 4-05,US SENATOR,"",Republican,JERRY MORAN,511
Johnson,Park 4-06,US SENATOR,"",Libertarian,ROBERT D GARRARD,31
Johnson,Park 4-06,US SENATOR,"",Republican,JERRY MORAN,408
Johnson,Park 4-07,US SENATOR,"",Libertarian,ROBERT D GARRARD,21
Johnson,Park 4-07,US SENATOR,"",Republican,JERRY MORAN,284
Johnson,Park 4-08,US SENATOR,"",Libertarian,ROBERT D GARRARD,28
Johnson,Park 4-08,US SENATOR,"",Republican,JERRY MORAN,488
Johnson,Park 4-09,US SENATOR,"",Libertarian,ROBERT D GARRARD,21
Johnson,Park 4-09,US SENATOR,"",Republican,JERRY MORAN,525
Johnson,Park 4-10,US SENATOR,"",Libertarian,ROBERT D GARRARD,19
Johnson,Park 4-10,US SENATOR,"",Republican,JERRY MORAN,376
Johnson,Park 4-11,US SENATOR,"",Libertarian,ROBERT D GARRARD,38
Johnson,Park 4-11,US SENATOR,"",Republican,JERRY MORAN,547
Johnson,Park 4-12,US SENATOR,"",Libertarian,ROBERT D GARRARD,63
Johnson,Park 4-12,US SENATOR,"",Republican,JERRY MORAN,717
Johnson,Park 4-13,US SENATOR,"",Libertarian,ROBERT D GARRARD,23
Johnson,Park 4-13,US SENATOR,"",Republican,JERRY MORAN,522
Johnson,Park 4-14,US SENATOR,"",Libertarian,ROBERT D GARRARD,15
Johnson,Park 4-14,US SENATOR,"",Republican,JERRY MORAN,326
Johnson,Park 4-15,US SENATOR,"",Libertarian,ROBERT D GARRARD,51
Johnson,Park 4-15,US SENATOR,"",Republican,JERRY MORAN,686
Johnson,Park 4-16,US SENATOR,"",Libertarian,ROBERT D GARRARD,40
Johnson,Park 4-16,US SENATOR,"",Republican,JERRY MORAN,674
Johnson,Park 4-17,US SENATOR,"",Libertarian,ROBERT D GARRARD,40
Johnson,Park 4-17,US SENATOR,"",Republican,JERRY MORAN,641
Johnson,Park 4-18,US SENATOR,"",Libertarian,ROBERT D GARRARD,19
Johnson,Park 4-18,US SENATOR,"",Republican,JERRY MORAN,96
Johnson,Park 4-19,US SENATOR,"",Libertarian,ROBERT D GARRARD,48
Johnson,Park 4-19,US SENATOR,"",Republican,JERRY MORAN,617
Johnson,Park 5-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,37
Johnson,Park 5-01,US SENATOR,"",Republican,JERRY MORAN,473
Johnson,Park 5-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,1
Johnson,Park 5-02,US SENATOR,"",Republican,JERRY MORAN,52
Johnson,Park 5-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,28
Johnson,Park 5-03,US SENATOR,"",Republican,JERRY MORAN,529
Johnson,Park 5-04,US SENATOR,"",Libertarian,ROBERT D GARRARD,34
Johnson,Park 5-04,US SENATOR,"",Republican,JERRY MORAN,430
Johnson,Park 5-05,US SENATOR,"",Libertarian,ROBERT D GARRARD,31
Johnson,Park 5-05,US SENATOR,"",Republican,JERRY MORAN,289
Johnson,Park 5-06,US SENATOR,"",Libertarian,ROBERT D GARRARD,47
Johnson,Park 5-06,US SENATOR,"",Republican,JERRY MORAN,432
Johnson,Park 5-07,US SENATOR,"",Libertarian,ROBERT D GARRARD,16
Johnson,Park 5-07,US SENATOR,"",Republican,JERRY MORAN,758
Johnson,Park 5-08,US SENATOR,"",Libertarian,ROBERT D GARRARD,67
Johnson,Park 5-08,US SENATOR,"",Republican,JERRY MORAN,907
Johnson,Park 5-09,US SENATOR,"",Libertarian,ROBERT D GARRARD,27
Johnson,Park 5-09,US SENATOR,"",Republican,JERRY MORAN,661
Johnson,Park 5-10,US SENATOR,"",Libertarian,ROBERT D GARRARD,27
Johnson,Park 5-10,US SENATOR,"",Republican,JERRY MORAN,503
Johnson,Park 5-11,US SENATOR,"",Libertarian,ROBERT D GARRARD,60
Johnson,Park 5-11,US SENATOR,"",Republican,JERRY MORAN,552
Johnson,Park 5-12,US SENATOR,"",Libertarian,ROBERT D GARRARD,20
Johnson,Park 5-12,US SENATOR,"",Republican,JERRY MORAN,234
Johnson,Park 5-13,US SENATOR,"",Libertarian,ROBERT D GARRARD,30
Johnson,Park 5-13,US SENATOR,"",Republican,JERRY MORAN,563
Johnson,Park 5-14,US SENATOR,"",Libertarian,ROBERT D GARRARD,31
Johnson,Park 5-14,US SENATOR,"",Republican,JERRY MORAN,518
Johnson,Park 5-15,US SENATOR,"",Libertarian,ROBERT D GARRARD,43
Johnson,Park 5-15,US SENATOR,"",Republican,JERRY MORAN,446
Johnson,Park 5-16,US SENATOR,"",Libertarian,ROBERT D GARRARD,15
Johnson,Park 5-16,US SENATOR,"",Republican,JERRY MORAN,331
Johnson,Park 5-17,US SENATOR,"",Libertarian,ROBERT D GARRARD,9
Johnson,Park 5-17,US SENATOR,"",Republican,JERRY MORAN,213
Johnson,Park 5-18,US SENATOR,"",Libertarian,ROBERT D GARRARD,37
Johnson,Park 5-18,US SENATOR,"",Republican,JERRY MORAN,490
Johnson,Park 6-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,27
Johnson,Park 6-01,US SENATOR,"",Republican,JERRY MORAN,602
Johnson,Park 6-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,24
Johnson,Park 6-02,US SENATOR,"",Republican,JERRY MORAN,498
Johnson,Park 6-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,16
Johnson,Park 6-03,US SENATOR,"",Republican,JERRY MORAN,403
Johnson,Park 6-04,US SENATOR,"",Libertarian,ROBERT D GARRARD,30
Johnson,Park 6-04,US SENATOR,"",Republican,JERRY MORAN,624
Johnson,Park 6-05,US SENATOR,"",Libertarian,ROBERT D GARRARD,60
Johnson,Park 6-05,US SENATOR,"",Republican,JERRY MORAN,629
Johnson,Park 6-06,US SENATOR,"",Libertarian,ROBERT D GARRARD,1
Johnson,Park 6-06,US SENATOR,"",Republican,JERRY MORAN,0
Johnson,Park 6-07,US SENATOR,"",Libertarian,ROBERT D GARRARD,12
Johnson,Park 6-07,US SENATOR,"",Republican,JERRY MORAN,190
Johnson,Park 6-08,US SENATOR,"",Libertarian,ROBERT D GARRARD,78
Johnson,Park 6-08,US SENATOR,"",Republican,JERRY MORAN,1486
Johnson,Park 6-09,US SENATOR,"",Libertarian,ROBERT D GARRARD,48
Johnson,Park 6-09,US SENATOR,"",Republican,JERRY MORAN,795
Johnson,Park 6-10,US SENATOR,"",Libertarian,ROBERT D GARRARD,62
Johnson,Park 6-10,US SENATOR,"",Republican,JERRY MORAN,483
Johnson,Park 6-11,US SENATOR,"",Libertarian,ROBERT D GARRARD,53
Johnson,Park 6-11,US SENATOR,"",Republican,JERRY MORAN,480
Johnson,Park 6-12,US SENATOR,"",Libertarian,ROBERT D GARRARD,15
Johnson,Park 6-12,US SENATOR,"",Republican,JERRY MORAN,219
Johnson,Park 6-13,US SENATOR,"",Libertarian,ROBERT D GARRARD,60
Johnson,Park 6-13,US SENATOR,"",Republican,JERRY MORAN,806
Johnson,Park 6-15,US SENATOR,"",Libertarian,ROBERT D GARRARD,42
Johnson,Park 6-15,US SENATOR,"",Republican,JERRY MORAN,717
Johnson,Park 6-16,US SENATOR,"",Libertarian,ROBERT D GARRARD,17
Johnson,Park 6-16,US SENATOR,"",Republican,JERRY MORAN,418
Johnson,Park 6-17,US SENATOR,"",Libertarian,ROBERT D GARRARD,17
Johnson,Park 6-17,US SENATOR,"",Republican,JERRY MORAN,95
Johnson,Park 6-18,US SENATOR,"",Libertarian,ROBERT D GARRARD,0
Johnson,Park 6-18,US SENATOR,"",Republican,JERRY MORAN,1
Johnson,Park 6-19,US SENATOR,"",Libertarian,ROBERT D GARRARD,50
Johnson,Park 6-19,US SENATOR,"",Republican,JERRY MORAN,589
Johnson,Park 6-20,US SENATOR,"",Libertarian,ROBERT D GARRARD,32
Johnson,Park 6-20,US SENATOR,"",Republican,JERRY MORAN,354
Johnson,Park 6-21,US SENATOR,"",Libertarian,ROBERT D GARRARD,66
Johnson,Park 6-21,US SENATOR,"",Republican,JERRY MORAN,1186
Johnson,Twp 0-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,32
Johnson,Twp 0-02,US SENATOR,"",Republican,JERRY MORAN,408
Johnson,Twp 0-04,US SENATOR,"",Libertarian,ROBERT D GARRARD,23
Johnson,Twp 0-04,US SENATOR,"",Republican,JERRY MORAN,342
Johnson,Twp 0-05,US SENATOR,"",Libertarian,ROBERT D GARRARD,1
Johnson,Twp 0-05,US SENATOR,"",Republican,JERRY MORAN,16
Johnson,Twp 0-09,US SENATOR,"",Libertarian,ROBERT D GARRARD,3
Johnson,Twp 0-09,US SENATOR,"",Republican,JERRY MORAN,26
Johnson,Twp 0-10,US SENATOR,"",Libertarian,ROBERT D GARRARD,0
Johnson,Twp 0-10,US SENATOR,"",Republican,JERRY MORAN,2
Johnson,Twp 0-11,US SENATOR,"",Libertarian,ROBERT D GARRARD,0
Johnson,Twp 0-11,US SENATOR,"",Republican,JERRY MORAN,92
Johnson,Village 1-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,26
Johnson,Village 1-01,US SENATOR,"",Republican,JERRY MORAN,419
Johnson,Village 1-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,27
Johnson,Village 1-02,US SENATOR,"",Republican,JERRY MORAN,305
Johnson,Village 1-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,33
Johnson,Village 1-03,US SENATOR,"",Republican,JERRY MORAN,445
Johnson,Village 2-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,28
Johnson,Village 2-01,US SENATOR,"",Republican,JERRY MORAN,347
Johnson,Village 2-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,26
Johnson,Village 2-02,US SENATOR,"",Republican,JERRY MORAN,186
Johnson,Village 2-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,25
Johnson,Village 2-03,US SENATOR,"",Republican,JERRY MORAN,286
Johnson,Village 3-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,21
Johnson,Village 3-01,US SENATOR,"",Republican,JERRY MORAN,265
Johnson,Village 3-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,33
Johnson,Village 3-02,US SENATOR,"",Republican,JERRY MORAN,386
Johnson,Village 3-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,29
Johnson,Village 3-03,US SENATOR,"",Republican,JERRY MORAN,326
Johnson,Village 4-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,25
Johnson,Village 4-01,US SENATOR,"",Republican,JERRY MORAN,467
Johnson,Village 4-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,36
Johnson,Village 4-02,US SENATOR,"",Republican,JERRY MORAN,271
Johnson,Village 4-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,34
Johnson,Village 4-03,US SENATOR,"",Republican,JERRY MORAN,427
Johnson,Village 5-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,20
Johnson,Village 5-01,US SENATOR,"",Republican,JERRY MORAN,453
Johnson,Village 5-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,25
Johnson,Village 5-02,US SENATOR,"",Republican,JERRY MORAN,503
Johnson,Village 5-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,36
Johnson,Village 5-03,US SENATOR,"",Republican,JERRY MORAN,370
Johnson,Village 6-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,31
Johnson,Village 6-01,US SENATOR,"",Republican,JERRY MORAN,383
Johnson,Village 6-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,39
Johnson,Village 6-02,US SENATOR,"",Republican,JERRY MORAN,267
Johnson,Village 6-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,29
Johnson,Village 6-03,US SENATOR,"",Republican,JERRY MORAN,226
Johnson,Park 1-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,29
Johnson,Park 1-01,US SENATOR,"",Republican,JERRY MORAN,158
Johnson,Park 1-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,24
Johnson,Park 1-02,US SENATOR,"",Republican,JERRY MORAN,106
Johnson,Park 2-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,19
Johnson,Park 2-01,US SENATOR,"",Republican,JERRY MORAN,136
Johnson,Park 2-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,41
Johnson,Park 2-02,US SENATOR,"",Republican,JERRY MORAN,203
Johnson,Park 3-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,21
Johnson,Park 3-01,US SENATOR,"",Republican,JERRY MORAN,97
Johnson,Park 3-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,15
Johnson,Park 3-02,US SENATOR,"",Republican,JERRY MORAN,135
Johnson,Park 3-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,24
Johnson,Park 3-03,US SENATOR,"",Republican,JERRY MORAN,96
Johnson,Park 4-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,15
Johnson,Park 4-01,US SENATOR,"",Republican,JERRY MORAN,122
Johnson,Park 4-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,18
Johnson,Park 4-02,US SENATOR,"",Republican,JERRY MORAN,185
Johnson,Park 4-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,18
Johnson,Park 4-03,US SENATOR,"",Republican,JERRY MORAN,138
Johnson,Hill 0-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,172
Johnson,Hill 0-01,US SENATOR,"",Republican,JERRY MORAN,1027
Johnson,Hill 0-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,7
Johnson,Hill 0-03,US SENATOR,"",Republican,JERRY MORAN,74
Johnson,Hill 0-04,US SENATOR,"",Libertarian,ROBERT D GARRARD,0
Johnson,Hill 0-04,US SENATOR,"",Republican,JERRY MORAN,1
Johnson,Hill Twp 0-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,84
Johnson,Hill Twp 0-01,US SENATOR,"",Republican,JERRY MORAN,658
Johnson,Hill Twp 0-02,US SENATOR,"",Libertarian,ROBERT D GARRARD,0
Johnson,Hill Twp 0-02,US SENATOR,"",Republican,JERRY MORAN,1
Johnson,Hill Twp 0-03,US SENATOR,"",Libertarian,ROBERT D GARRARD,12
Johnson,Hill Twp 0-03,US SENATOR,"",Republican,JERRY MORAN,69
Johnson,Hill Twp 0-04,US SENATOR,"",Libertarian,ROBERT D GARRARD,2
Johnson,Hill Twp 0-04,US SENATOR,"",Republican,JERRY MORAN,12
Johnson,Hill Twp 0-05,US SENATOR,"",Libertarian,ROBERT D GARRARD,3
Johnson,Hill Twp 0-05,US SENATOR,"",Republican,JERRY MORAN,6
Johnson,Hills 0-01,US SENATOR,"",Libertarian,ROBERT D GARRARD,8
Johnson,Hills 0-01,US SENATOR,"",Republican,JERRY MORAN,95
Johnson,Aubry Twp 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,30
Johnson,Aubry Twp 0-01,US SENATOR,"",N/A,write in,0
Johnson,Aubry Twp 0-02,US SENATOR,"",Democrat,PATRICK WIESNER,186
Johnson,Aubry Twp 0-02,US SENATOR,"",N/A,write in,1
Johnson,Aubry Twp 0-03,US SENATOR,"",Democrat,PATRICK WIESNER,131
Johnson,Aubry Twp 0-03,US SENATOR,"",N/A,write in,0
Johnson,Aubry Twp 0-04,US SENATOR,"",Democrat,PATRICK WIESNER,266
Johnson,Aubry Twp 0-04,US SENATOR,"",N/A,write in,1
Johnson,Aubry Twp 0-05,US SENATOR,"",Democrat,PATRICK WIESNER,4
Johnson,Aubry Twp 0-05,US SENATOR,"",N/A,write in,0
Johnson,Aubry Twp 0-06,US SENATOR,"",Democrat,PATRICK WIESNER,18
Johnson,Aubry Twp 0-06,US SENATOR,"",N/A,write in,0
Johnson,De Soto 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,303
Johnson,De Soto 0-01,US SENATOR,"",N/A,write in,0
Johnson,De Soto 0-02,US SENATOR,"",Democrat,PATRICK WIESNER,230
Johnson,De Soto 0-02,US SENATOR,"",N/A,write in,0
Johnson,De Soto 0-03,US SENATOR,"",Democrat,PATRICK WIESNER,256
Johnson,De Soto 0-03,US SENATOR,"",N/A,write in,0
Johnson,De Soto 0-06,US SENATOR,"",Democrat,PATRICK WIESNER,44
Johnson,De Soto 0-06,US SENATOR,"",N/A,write in,0
Johnson,De Soto 0-07,US SENATOR,"",Democrat,PATRICK WIESNER,0
Johnson,De Soto 0-07,US SENATOR,"",N/A,write in,0
Johnson,Edgerton 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,141
Johnson,Edgerton 0-01,US SENATOR,"",N/A,write in,1
Johnson,Edgerton 0-05,US SENATOR,"",Democrat,PATRICK WIESNER,0
Johnson,Edgerton 0-05,US SENATOR,"",N/A,write in,0
Johnson,Edgerton 0-06,US SENATOR,"",Democrat,PATRICK WIESNER,0
Johnson,Edgerton 0-06,US SENATOR,"",N/A,write in,0
Johnson,Fairway 1-01,US SENATOR,"",Democrat,PATRICK WIESNER,193
Johnson,Fairway 1-01,US SENATOR,"",N/A,write in,1
Johnson,Fairway 1-02,US SENATOR,"",Democrat,PATRICK WIESNER,118
Johnson,Fairway 1-02,US SENATOR,"",N/A,write in,0
Johnson,Fairway 2-01,US SENATOR,"",Democrat,PATRICK WIESNER,139
Johnson,Fairway 2-01,US SENATOR,"",N/A,write in,0
Johnson,Fairway 2-02,US SENATOR,"",Democrat,PATRICK WIESNER,119
Johnson,Fairway 2-02,US SENATOR,"",N/A,write in,0
Johnson,Fairway 3-01,US SENATOR,"",Democrat,PATRICK WIESNER,161
Johnson,Fairway 3-01,US SENATOR,"",N/A,write in,0
Johnson,Fairway 3-02,US SENATOR,"",Democrat,PATRICK WIESNER,149
Johnson,Fairway 3-02,US SENATOR,"",N/A,write in,0
Johnson,Fairway 4-01,US SENATOR,"",Democrat,PATRICK WIESNER,80
Johnson,Fairway 4-01,US SENATOR,"",N/A,write in,1
Johnson,Fairway 4-02,US SENATOR,"",Democrat,PATRICK WIESNER,107
Johnson,Fairway 4-02,US SENATOR,"",N/A,write in,0
Johnson,Fairway 4-03,US SENATOR,"",Democrat,PATRICK WIESNER,65
Johnson,Fairway 4-03,US SENATOR,"",N/A,write in,0
Johnson,Fairway 4-04,US SENATOR,"",Democrat,PATRICK WIESNER,101
Johnson,Fairway 4-04,US SENATOR,"",N/A,write in,0
Johnson,Gardner 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,360
Johnson,Gardner 0-01,US SENATOR,"",N/A,write in,4
Johnson,Gardner 0-02,US SENATOR,"",Democrat,PATRICK WIESNER,69
Johnson,Gardner 0-02,US SENATOR,"",N/A,write in,0
Johnson,Gardner 0-03,US SENATOR,"",Democrat,PATRICK WIESNER,277
Johnson,Gardner 0-03,US SENATOR,"",N/A,write in,3
Johnson,Gardner 0-04,US SENATOR,"",Democrat,PATRICK WIESNER,194
Johnson,Gardner 0-04,US SENATOR,"",N/A,write in,1
Johnson,Gardner 0-06,US SENATOR,"",Democrat,PATRICK WIESNER,274
Johnson,Gardner 0-06,US SENATOR,"",N/A,write in,1
Johnson,Gardner 0-07,US SENATOR,"",Democrat,PATRICK WIESNER,13
Johnson,Gardner 0-07,US SENATOR,"",N/A,write in,0
Johnson,Gardner 0-08,US SENATOR,"",Democrat,PATRICK WIESNER,26
Johnson,Gardner 0-08,US SENATOR,"",N/A,write in,0
Johnson,Gardner 0-09,US SENATOR,"",Democrat,PATRICK WIESNER,326
Johnson,Gardner 0-09,US SENATOR,"",N/A,write in,4
Johnson,Gardner 0-10,US SENATOR,"",Democrat,PATRICK WIESNER,225
Johnson,Gardner 0-10,US SENATOR,"",N/A,write in,0
Johnson,Gardner 0-12,US SENATOR,"",Democrat,PATRICK WIESNER,5
Johnson,Gardner 0-12,US SENATOR,"",N/A,write in,0
Johnson,Gardner 0-13,US SENATOR,"",Democrat,PATRICK WIESNER,250
Johnson,Gardner 0-13,US SENATOR,"",N/A,write in,0
Johnson,Gardner 0-14,US SENATOR,"",Democrat,PATRICK WIESNER,183
Johnson,Gardner 0-14,US SENATOR,"",N/A,write in,0
Johnson,Gardner Twp 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,85
Johnson,Gardner Twp 0-01,US SENATOR,"",N/A,write in,0
Johnson,Gardner Twp 0-02,US SENATOR,"",Democrat,PATRICK WIESNER,111
Johnson,Gardner Twp 0-02,US SENATOR,"",N/A,write in,0
Johnson,Gardner Twp 0-04,US SENATOR,"",Democrat,PATRICK WIESNER,0
Johnson,Gardner Twp 0-04,US SENATOR,"",N/A,write in,0
Johnson,Gardner Twp 0-05,US SENATOR,"",Democrat,PATRICK WIESNER,1
Johnson,Gardner Twp 0-05,US SENATOR,"",N/A,write in,0
Johnson,Gardner Twp 0-07,US SENATOR,"",Democrat,PATRICK WIESNER,1
Johnson,Gardner Twp 0-07,US SENATOR,"",N/A,write in,0
Johnson,Gardner Twp 0-08,US SENATOR,"",Democrat,PATRICK WIESNER,3
Johnson,Gardner Twp 0-08,US SENATOR,"",N/A,write in,0
Johnson,Gardner Twp 0-09,US SENATOR,"",Democrat,PATRICK WIESNER,0
Johnson,Gardner Twp 0-09,US SENATOR,"",N/A,write in,0
Johnson,Gardner Twp 0-10,US SENATOR,"",Democrat,PATRICK WIESNER,0
Johnson,Gardner Twp 0-10,US SENATOR,"",N/A,write in,0
Johnson,Gardner Twp 0-11,US SENATOR,"",Democrat,PATRICK WIESNER,24
Johnson,Gardner Twp 0-11,US SENATOR,"",N/A,write in,1
Johnson,Twp 0-13,US SENATOR,"",Democrat,PATRICK WIESNER,0
Johnson,Twp 0-13,US SENATOR,"",N/A,write in,0
Johnson,Quivira 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,191
Johnson,Quivira 0-01,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,206
Johnson,Twp 0-01,US SENATOR,"",N/A,write in,1
Johnson,Twp 0-02,US SENATOR,"",Democrat,PATRICK WIESNER,2
Johnson,Twp 0-02,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-03,US SENATOR,"",Democrat,PATRICK WIESNER,2
Johnson,Twp 0-03,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,36
Johnson,Twp 0-01,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-02,US SENATOR,"",Democrat,PATRICK WIESNER,68
Johnson,Twp 0-02,US SENATOR,"",N/A,write in,0
Johnson,Hills 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,154
Johnson,Hills 0-01,US SENATOR,"",N/A,write in,0
Johnson,Hills 0-02,US SENATOR,"",Democrat,PATRICK WIESNER,219
Johnson,Hills 0-02,US SENATOR,"",N/A,write in,0
Johnson,Hills 0-03,US SENATOR,"",Democrat,PATRICK WIESNER,101
Johnson,Hills 0-03,US SENATOR,"",N/A,write in,1
Johnson,Hills 0-04,US SENATOR,"",Democrat,PATRICK WIESNER,240
Johnson,Hills 0-04,US SENATOR,"",N/A,write in,0
Johnson,Woods 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,53
Johnson,Woods 0-01,US SENATOR,"",N/A,write in,1
Johnson,Twp 0-01,US SENATOR,"",Democrat,PATRICK WIESNER,126
Johnson,Twp 0-01,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-02,US SENATOR,"",Democrat,PATRICK WIESNER,17
Johnson,Twp 0-02,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-03,US SENATOR,"",Democrat,PATRICK WIESNER,17
Johnson,Twp 0-03,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-04,US SENATOR,"",Democrat,PATRICK WIESNER,0
Johnson,Twp 0-04,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-07,US SENATOR,"",Democrat,PATRICK WIESNER,1
Johnson,Twp 0-07,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-08,US SENATOR,"",Democrat,PATRICK WIESNER,2
Johnson,Twp 0-08,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-10,US SENATOR,"",Democrat,PATRICK WIESNER,1
Johnson,Twp 0-10,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-11,US SENATOR,"",Democrat,PATRICK WIESNER,1
Johnson,Twp 0-11,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-14,US SENATOR,"",Democrat,PATRICK WIESNER,0
Johnson,Twp 0-14,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-24,US SENATOR,"",Democrat,PATRICK WIESNER,1
Johnson,Twp 0-24,US SENATOR,"",N/A,write in,0
Johnson,Twp 0-25,US SENATOR,"",Democrat,PATRICK WIESNER,2
Johnson,Twp 0-25,US SENATOR,"",N/A,write in,0
